DEBUG;NOME_VIA;NOME_NORM;DIST
2a;Strada Valle di San Lorenzo;Strada Valle di San Lorenzo;1.0
2;Via Fornace;Via Fornace;
0;Piazzale Natale Baragia;Piazzale Natale Baragia;1.0
0;Via dei Camaldolesi;Via dei Camaldolesi;1.0
2a;Contra' del Pozzetto;Contra' Pozzetto;0.816496580928
0;Via Alberi Eugenio;Via Eugenio Alberi;1.0
1;Via Montanara;Via Montanara;1.0
1;Stradella Sansigoli;Stradella Sansigoli;1.0
0;Via Castellini Silvestro;Via Silvestro Castellini;1.0
1;Via F. Rosselli;Via Fratelli Rosselli;0.666666666667
1;Via F. Nado;Via Francesco Nado;0.666666666667
0;Viale della Pace;Viale della Pace;1.0
0;Via Toaldo Giuseppe;Via Giuseppe Toaldo;1.0
2;Via Marosticana;Strada Marosticana;
0;Via Corbetta Giorgio;Via Giorgio Corbetta;1.0
1;Strada Marosticana;Strada Marosticana;1.0
0;Via Marco Da Montegallo;Via Marco da Montegallo;1.0
0;Via Don Minzoni Giovanni;Via don Giovanni Minzoni;1.0
1;Via Nervi;Via Pierluigi Nervi;0.816496580928
1;Via Rolle;Via Rolle;1.0
2a;Via Stelvio;Via Stelvio;1.0
0;Via Tiziano Vecellio;Via Tiziano Vecellio;1.0
0;Via Giovanni Ceccarini;Via Giovanni Ceccarini;1.0
0;Via Lago di Bracciano;Via Lago di Bracciano;1.0
0;Via Domenico Groppino;Via Domenico Groppino;1.0
0;Via Malaspina Alessandro;Via Alessandro Malaspina;1.0
0;Via Dino Carta;Via Dino Carta;1.0
1;Via Ticino;Via Ticino;1.0
0;Via Lago Trasimeno;Via Lago Trasimeno;1.0
0;Via Pittoni Girolamo;Via Girolamo Pittoni;1.0
1;Strada Carpaneda;Strada della Carpaneda;0.816496580928
0;Via Luigi Faccio;Via Luigi Faccio;1.0
0;Via Silvio Pellico;Via Silvio Pellico;1.0
0;Stradella San Benedetto;Stradella San Benedetto;1.0
1;Via Cereda;Via Cereda;1.0
0;Strada Padana verso Padova;Strada Padana verso Padova;1.0
1;Via G. P. da Palestrina;Via Giovanni Pierluigi da Palestrina;0.67082039325
0;Via De Pieri Antonio;Via Antonio De' Pieri;1.0
0;Strada del Cavalcavia;Strada del Cavalcavia;1.0
2b;Contra' Canove Vecchie;Contra' delle Canove Vecchie;0.689947089947
1;Via Caprera;Via Caprera;1.0
0;Via Battaglione Monte Spluga;Via Battaglione Monte Spluga;1.0
0;Via Antonio Caregaro Negrin;Via Antonio Caregaro Negrin;1.0
0;Strada del Megiaro;Strada del Megiaro;1.0
0;Strada Val di Bugano;Strada Val di Bugano;1.0
1;Stradella Piancoli;Stradella Piancoli;1.0
0;Strada Monte Grande;Strada Monte Grande;1.0
0;Contra' Porta Padova;Contra' Porta Padova;1.0
1;Via G. Zardo;Via Giuseppe Zardo;0.666666666667
2b;Via Giovan Battista Quadri;Via Giovanni Battista Quadri;0.95
0;Via Battaglione Vicenza;Via Battaglione Vicenza;1.0
0;Via De Muri Elisa;Via Elisa De Muri;1.0
0;Via Francesco Muttoni;Via Francesco Muttoni;1.0
0;Via dell'Economia;Via dell'Economia;1.0
0;Via Ezio Vanoni;Via Ezio Vanoni;1.0
0;Piazza Guglielmo Marconi;Piazza Guglielmo Marconi;1.0
0;Via Vecchia Ferriera;Via vecchia Ferriera;1.0
1;Via Firenze;Via Firenze;1.0
1;Via Lanza;Via Giovanni Lanza;0.816496580928
0;Contra' Motton San Lorenzo;Contra' Motton San Lorenzo;1.0
1;Via Ontani;Via degli Ontani;0.816496580928
0;Contrà Pescherie Vecchie;Contra' Pescherie Vecchie;1.0
2b;Via Brigata Monte Baldo;Via Battaglione Monte Baldo;0.77696969697
2;-;DELETE;
1;Via T. Dal Molin;Via Tomaso Dal Molin;0.75
0;Contra' San Gaetano Thiene;Contra' San Gaetano Thiene;1.0
0;Via Monte Novegno;Via Monte Novegno;1.0
0;Contra' Frasche del Gambero;Contra' Frasche del Gambero;1.0
1;Via Vasco De Gama;Via Vasco da Gama;0.75
0;Via Arrigo Boito;Via Arrigo Boito;1.0
1;Via M. Fogolino;Via Marcello Fogolino;0.666666666667
1;Via A. Corelli;Via Arcangelo Corelli;0.666666666667
0;Via Lago di Misurina;Via Lago di Misurina;1.0
1;Via Vulcano;Via Vulcano;1.0
0;Via Cappellari Giovanni Giuseppe;Via Giovanni Giuseppe Cappellari;1.0
1;Via Torcello;Via Torcello;1.0
1;Via Pirano;Via Pirano;1.0
1;Via Gorizia;Via Gorizia;1.0
0;Via Ugo Bassi;Via Ugo Bassi;1.0
1;Via Don D. Lora;Via don Domenico Lora;0.75
0;Stradella dei Perin;Stradella dei Perin;1.0
0;Via della Stanga;Via della Stanga;1.0
0;Piazza dei Signori;Piazza dei Signori;1.0
1;Autostrada della Valdastico;Autostrada Valdastico;0.816496580928
1;Largo Wolfgang Goethe;Largo Volfango Goethe;0.666666666667
1;Via G. Nicotera;Via Giovanni Nicotera;0.666666666667
2;Via G. G. Cappellari;Via Giovanni Giuseppe Cappellari;
1;Via G. Visona';Via Gino Visonà;0.666666666667
1;Via Rubicone;Via Rubicone;1.0
0;Stradella dei Nodari;Stradella dei Nodari;1.0
0;Via Monte Verena;Via Monte Verena;1.0
1;Via Tommaso Dal Molin;Via Tomaso Dal Molin;0.75
0;Vicolo Angelo Poliziano;Vicolo Angelo Poliziano;1.0
1;Contrà Pescaria;Contra' Pescaria;1.0
1;Via C. Cantù;Via Cesare Cantù;0.666666666667
2a;Strada della Chiesa di Polegge;Strada della Chiesa di Polegge;1.0
0;Viale Francesco Crispi;Viale Francesco Crispi;1.0
1;Viale Margherita;Viale Margherita;1.0
0;Via Antonio Vigolo;Via Antonio Vigolo;1.0
1;Viale dello Stadio;Via dello Stadio;0.666666666667
0;Strada di Quintarello;Strada di Quintarello;1.0
0;Via Panizza Bartolomeo;Via Bartolomeo Panizza;1.0
2;Via Aeroporti;Via Aeroporti;
0;Via Pizzocaro Antonio;Via Antonio Pizzocaro;1.0
0;Via Fabiani Ramiro;Via Ramiro Fabiani;1.0
0;Viale Gentiloni Vincenzo;Viale Vincenzo Gentiloni;1.0
0;Contra' Porta Lupia;Contra' Porta Lupia;1.0
0;Contrà Sant'Ambrogio;Contra' Sant'Ambrogio;1.0
0;Vicolo cieco Retrone;Vicolo cieco Retrone;1.0
2b;Via Francesco Gucciardini;Via Francesco Guicciardini;0.880808080808
0;Contra' Mure Araceli;Contra' Mure Araceli;1.0
0;Strada dell'Ospedaletto;Strada dell'Ospedaletto;1.0
2;Via Valdastico;Via Valdastico;
2;Via Frédéric Antoine Ozanam;Via Antonio Federico Ozanam;
0;Via Morellato Paolo;Via Paolo Morellato;1.0
0;Via Capparozzo Giuseppe;Via Giuseppe Capparozzo;1.0
0;Contra' Oratorio dei Proti;Contra' Oratorio dei Proti;1.0
0;Viale della Tecnica;Viale della Tecnica;1.0
1;Via Brg. Liguria;Via Brigata Liguria;0.666666666667
0;Via dell'Elettronica;Via dell'Elettronica;1.0
1;Via B. Viola;Via Bruno Viola;0.666666666667
0;Viale Bartolomeo D'Alviano;Viale Bartolomeo d'Alviano;1.0
1;Viale Giorgione;Viale Giorgione;1.0
0;Via Lago di Como;Via Lago di Como;1.0
0;Contra' San Marcello;Contra' San Marcello;1.0
1;Via G. Tartini;Via Giuseppe Tartini;0.666666666667
1;Via Gorgona;Via Gorgona;1.0
0;Via Gasparella Girolamo;Via Girolamo Gasparella;1.0
0;Viale Antonio Giuriolo;Viale Antonio Giuriolo;1.0
1;Viale Ortigara;Viale Ortigara;1.0
1;Via Cernaia;Via Cernaia;1.0
2;Tangenziale Sud;Tangenziale Sud;
1;Via Ischia;Via Ischia;1.0
0;Via Giuriato Adolfo;Via Adolfo Giuriato;1.0
1;Contra' Valmerlara;Contra' Valmerlara;1.0
0;Viale dell'Ippodromo;Viale dell'Ippodromo;1.0
0;Via Mantovani Ferdinando Maria;Via Ferdinando Maria Mantovani;1.0
0;Via Cristoforo Colombo;Via Cristoforo Colombo;1.0
0;Via dei Nani;Via dei Nani;1.0
1;Contra' Carpagnon;Contra' Carpagnon;1.0
0;Via Barbieri Giuseppe;Via Giuseppe Barbieri;1.0
1;Viale Cimitero;Viale del Cimitero;0.816496580928
2;Via Grancare Basse;Via Grancare Basse;
2b;Via Brigata Val Chiese;Via Battaglione Val Chiese;0.662698412698
0;Stradella Tre Scalini;Stradella Tre Scalini;1.0
0;Strada di Bertesinella;Strada di Bertesinella;1.0
0;Via Rompato Romana;Via Romana Rompato;1.0
1;Via Smereglo Nicol;Via Nicolò Smereglo;0.666666666667
1;Via Pieri Eleonoro Negri;Via Pier Eleonoro Negri;0.75
1;Viale Eretenio;Viale Eretenio;1.0
0;Via Fina Bortolo Eugenio;Via Bortolo Eugenio Fina;1.0
0;Via Enrico Forlanini;Via Enrico Forlanini;1.0
0;Via Fratelli Stuparich;Via Fratelli Stuparich;1.0
2;Pista ciclo-pedonale di via Luzzatti.;Pista ciclo-pedonale di Via Luzzatti;
0;Via Umberto Cagni;Via Umberto Cagni;1.0
1;Via Timavo;Via Timavo;1.0
0;Via Livio Zambeccari;Via Livio Zambeccari;1.0
1;Via L. Cappello;Via Luigi Cappello;0.666666666667
1;Via L. Rizzo;Via Luigi Rizzo;0.666666666667
1;Via Foscarina;Via Foscarina;1.0
1;Via A,. Teso;Via Antonio Teso;0.666666666667
0;Via Piovene Cesare;Via Cesare Piovene;1.0
0;Via Noventa Vicentina;Via Noventa Vicentina;1.0
1;Via G. Giardino;Via Gaetano Giardino;0.666666666667
0;Contrà Fedele Lampertico;Contra' Fedele Lampertico;1.0
2;Via Domeniconi;Strada Domeniconi;
0;Via Giambattista Maganza;Via Giambattista Maganza;1.0
0;Via Trecco Giovanni Battista;Via Giovanni Battista Trecco;1.0
1;Parco via Adenauer;Parco di Via Adenauer;0.666666666667
0;Via Tornieri Arnaldo;Via Arnaldo Tornieri;1.0
0;Contra' San Domenico;Contra' San Domenico;1.0
2;Civico nr. 6;DELETE;
0;Piazzetta del Duomo;Piazzetta del Duomo;1.0
0;Via Berlendis Francesco;Via Francesco Berlendis;1.0
1;Via L. Cordellina;Via Lodovico Cordellina;0.666666666667
1;Galleria Porti;Galleria Porti;1.0
1;Via Lattes L.;Via Laura Lattes;0.666666666667
0;Viale del Brotton;Viale del Brotton;1.0
0;Contra' del Borghetto;Contra' del Borghetto;1.0
0;Via San Vito;Via San Vito;1.0
0;Via Bortolan Domenico;Via Domenico Bortolan;1.0
2b;Piazzetta di San Giacomo;Stradella San Giacomo;0.67619047619
1;Via Boffalora;Via Boffalora;1.0
0;Pista Ciclabile Casarotto Renato;Pista Ciclabile Renato Casarotto;1.0
0;Via Grandesso Silvestri Olinto;Via Olinto Grandesso Silvestri;1.0
0;Via Nicolò Boldrini;Via Nicolò Boldrini;1.0
1;Via Ponza;Via Ponza;1.0
0;Contra' San Faustino;Contra' San Faustino;1.0
0;Strada del Tormeno;Strada del Tormeno;1.0
0;Cortile del Municipio;Cortile del Municipio;1.0
2b;Via Spinelli Nicola;Via Nicolò Spinelli;0.909523809524
2;Via Morosana;Via Morosana;
0;Viale dell'Industria;Viale dell'Industria;1.0
0;Via Monte Suello;Via Monte Suello;1.0
2a;Via Emanuele Filiberto di Savoia;Via Emanuele Filiberto di Savoia;1.0
2a;Via Cavalieri di Vittorio Veneto;Via Cavalieri di Vittorio Veneto;1.0
0;Contrà Motton Pusterla;Contra' Motton Pusterla;1.0
1;Via Mora;Via Mora;1.0
2;Villa Tacchi;Villa Tacchi;
2a;Contra' Mure Porta Santa Lucia;Contra' Mure Porta Santa Lucia;1.0
2;"""Scalette di Porta Monte""";Scalette di Porta Monte;
0;Via Brandellero Bruno;Via Bruno Brandellero;1.0
2b;Via Monte Pria Fora';Via Monte Pria Forà;0.666666666667
1;Via Lipari;Via Lipari;1.0
0;Via Lago di Piediluco;Via Lago di Piediluco;1.0
0;Via Uberto Breganze;Via Uberto Breganze;1.0
1;Via Bernina;Via Bernina;1.0
0;Via Fabio Filzi;Via Fabio Filzi;1.0
0;Via Della Robbia Luca;Via Luca della Robbia;1.0
2b;Strada Lobia;Strada di Lobia;0.0
0;Via del Carso;Via del Carso;1.0
0;Strada delle Caperse;Strada delle Caperse;1.0
1;Via Ragusa;Via Ragusa;1.0
0;Strada Maglio di Lobia;Strada Maglio di Lobia;1.0
0;Via Dal Pozzo Agostino;Via Agostino Dal Pozzo;1.0
2b;Contrà Mura Porta Castello;Contra' Mure Porta Castello;0.883333333333
1;Via Giotto;Via Giotto;1.0
1;Via Candia;Via Eleonora Candia;0.816496580928
1;Via A. Pacinotti;Via Antonio Pacinotti;0.666666666667
1;Via Granezza;Via Granezza;1.0
0;Strada del Paradiso;Strada del Paradiso;1.0
2;Contrà Muschieria;Contra' Muscheria;
1;Via Edison Thomas A.;Via Thomas Alva Edison;0.75
0;Via Fantoni Gabriele;Via Gabriele Fantoni;1.0
0;Via Aliani Luigi;Via Luigi Aliani;1.0
0;Contra' Corpus Domini;Contra' Corpus Domini;1.0
0;Via Piazzetta Giambattista;Via Giambattista Piazzetta;1.0
1;Via Predil;Via Predil;1.0
1;Via Thiene;Via Thiene;1.0
1;Strada Pizzolati;Strada dei Pizzolati;0.816496580928
0;Via Marco Polo;Via Marco Polo;1.0
2;Via L. Q. Rubini;Via Lucia Quinto Rubini;
0;Via Domenico Belluzzi;Via Domenico Belluzzi;1.0
0;Via Dian Giuseppe;Via Giuseppe Dian;1.0
2b;Via Ponte del Bo';Strada Ponte del Bo;0.644444444444
0;Via Navarotto Adriano;Via Adriano Navarotto;1.0
0;Via Rossato Arturo;Via Arturo Rossato;1.0
0;Via Bartolomeo Pajello;Via Bartolomeo Pajello;1.0
0;Via Vittorio Alfieri;Via Vittorio Alfieri;1.0
0;Via Monsignor Arnoldo Onisto;Via monsignor Arnoldo Onisto;1.0
2;Via Calatafini;Via Calatafimi;
0;Contra' Porta Santa Lucia;Contra' Porta Santa Lucia;1.0
0;Via Simonetti Rinaldo;Via Rinaldo Simonetti;1.0
2a;Strada del Cimitero di Polegge;Strada del Cimitero di Polegge;1.0
0;Via Borgo Carlo;Via Carlo Borgo;1.0
0;Piazzale Cocchetti Beata Annunciata;Piazzale Beata Annunciata Cocchetti;1.0
0;Via dei Laghi;Via dei Laghi;1.0
0;Via Molon Francesco;Via Francesco Molon;1.0
0;Strada della Pergoletta;Strada della Pergoletta;1.0
1;Via Masini;Via Angelo Masini;0.816496580928
0;Via Veronese Paolo;Via Paolo Veronese;1.0
1;Via Regalazzo;Via Alippio Regalazzo;0.816496580928
1;Via Gaeta;Via Gaeta;1.0
2;Sottopasso Alidosio;Sottopasso Alidosio;
1;Via G. Gagliardotti;Via Giuseppe Gagliardotti;0.666666666667
1;Via Garigliano;Via Garigliano;1.0
1;Via R. Sartori;Via Romeo Sartori;0.666666666667
0;Galleria San Lorenzo;Galleria San Lorenzo;1.0
2a;Via Palma Il Giovane Jacopo;Via Jacopo Palma il Giovane;1.0
0;Contrà delle Chioare;Contra' delle Chioare;1.0
0;Contra' Mure Porta Nova;Contra' Mure Porta Nova;1.0
0;Stradella dei Cappuccini;Stradella dei Cappuccini;1.0
0;Via Guido Rossa;Via Guido Rossa;1.0
2a;Stradella del Soccorso Soccorsetto;Stradella Soccorso Soccorsetto;0.866025403784
2;Via L. F. Marchetti;Via Luigi Federico Marchetti;
1;Tomaso Dal Molin;Via Tomaso Dal Molin;0.866025403784
0;Via Vigolo Antonio;Via Antonio Vigolo;1.0
0;Via Generale Carlo Alberto Dalla Chiesa;Via generale Carlo Alberto dalla Chiesa;1.0
2;Svincolo Vicenza Ovest Dir. Milano;Svincolo Vicenza Ovest Dir. Milano;
0;Stradella dell'Isola;Stradella dell'Isola;1.0
1;Via Emerson Ralph W.;Via Ralph Waldo Emerson;0.75
0;Via Marchi Giuseppe;Via Giuseppe Marchi;1.0
0;Via Girotto Almerigo;Via Almerigo Girotto;1.0
0;Via Vincenzo Bellini;Via Vincenzo Bellini;1.0
1;Via E. Zamboni Segato;Via Elisa Zamboni Segato;0.75
2b;corte del Molini;Corte dei Molini;0.777777777778
0;Strada di Saviabona;Strada di Saviabona;1.0
0;Contrà Mure San Rocco;Contra' Mure San Rocco;1.0
1;Via Capri;Via Capri;1.0
0;Via Amendola Giovanni;Via Giovanni Amendola;1.0
2b;Via Nicolò Tommaseo;Via Niccolò Tommaseo;0.970833333333
1;Viale Santa Margherita;Viale Margherita;0.816496580928
1;Via Sebenico;Via Sebenico;1.0
0;Via Lago di Bolsena;Via Lago di Bolsena;1.0
0;Contra' dei Torretti;Contra' dei Torretti;1.0
0;Via Pizzardi Barnaba;Via Barnaba Pizzardi;1.0
0;Viale Dante Alighieri;Viale Dante Alighieri;1.0
1;Via F. Corridoni;Via Filippo Corridoni;0.666666666667
0;Via Fra' Paolo Sarpi;Via fra' Paolo Sarpi;1.0
0;Via San Bastiano;Via San Bastiano;1.0
1;Via Elba;Via Elba;1.0
0;Via Lago di Massaciuccoli;Via Lago di Massaciuccoli;1.0
1;Via Capraia;Via Capraia;1.0
0;Stradella del teatro Olimpico;Stradella del Teatro Olimpico;1.0
2;accesso oratorio, parco giochi e cinema teatro S. Marco;DELETE;
1;Via P. Porto Godi;Via Paolina Porto Godi;0.75
0;Via Luigi Pirandello;Via Luigi Pirandello;1.0
0;Via Monte Pau;Via Monte Paù;1.0
0;Via Brigata Sassari;Via Brigata Sassari;1.0
0;Via Zugliano Girolamo;Via Girolamo Zugliano;1.0
0;Via Achille Grandi;Via Achille Grandi;1.0
0;Via Lago di Pergusa;Via Lago di Pergusa;1.0
2;Via G. B. Pergolesi;Via Giovan Battista Pergolesi;
0;Via Giovanni Maria Bertolo;Via Giovanni Maria Bertolo;1.0
1;Via Aspromonte;Via Aspromonte;1.0
2b;Via Fratelli Bandiera;Viale Fratelli Bandiera;0.866666666667
2b;Via Lago di Caldiero;Via Lago di Caldaro;0.921428571429
2a;Stradella Forti in corso Padova;Stradella Forti in Corso Padova;1.0
1;Via Portorose;Via Portorose;1.0
0;Via Volpato Giovanni;Via Giovanni Volpato;1.0
0;Via Calvi Paolo;Via Paolo Calvi;1.0
2b;Contra' Canove;Contra' delle Canove;0.455555555556
1;Via Tagliamento;Via Tagliamento;1.0
2;Via Milana;Via Milana;
1;Borgo Berga;Borgo Berga;1.0
0;Stradella dei Munari;Stradella dei Munari;1.0
1;Via G. Toffoletto;Via Giuseppe Toffoletto;0.666666666667
2;Olson Ave;Olson Ave;
0;Via Quadri Giovanni Battista;Via Giovanni Battista Quadri;1.0
1;Via Gioberti;Via Vincenzo Gioberti;0.816496580928
0;Via Basilio Dalla Scola;Via Basilio dalla Scola;1.0
0;Via Alessandro Volta;Via Alessandro Volta;1.0
2b;Via Giovanni Caboto;Via Sebastiano Caboto;0.766666666667
1;Via Lussino;Via Lussino;1.0
1;Via A. Sant'Elia;Via Antonio Sant'Elia;0.75
1;Via Livenza;Via Livenza;1.0
0;Via Cavalli Luigi;Via Luigi Cavalli;1.0
0;Via Medaglie d'Oro;Via Medaglie d'Oro;1.0
0;Via Lago di Viverone;Via Lago di Viverone;1.0
0;Stradella San Pietro;Stradella San Pietro;1.0
0;Via dei Cairoli;Via dei Cairoli;1.0
2b;Contrà Antonio Pigafetta;Via Antonio Pigafetta;0.813492063492
1;Via Lussemburgo;Via Lussemburgo;1.0
1;Via Genova;Via Genova;1.0
0;Via Benedetto Marcello;Via Benedetto Marcello;1.0
0;Via Giovanni Pascoli;Via Giovanni Pascoli;1.0
1;Viale Bacchiglione;Viale Bacchiglione;1.0
1;Contra' Gazzolle;Contra' delle Gazzolle;0.816496580928
0;Via Elisabetta Caminer;Via Elisabetta Caminer;1.0
0;Via Lago di Nemi;Via Lago di Nemi;1.0
0;Via Giampaolo Bonollo;Via Giampaolo Bonollo;1.0
2b;Via S. Trevisan;Via Sebastiano Trevisan;0.722222222222
1;Via Malta;Via Malta;1.0
0;Contrà delle Barche;Contra' delle Barche;1.0
0;Contrà Mure Carmini;Contra' Mure Carmini;1.0
1;Via Luino;Via Luino;1.0
0;Contra' Santa Barbara;Contra' Santa Barbara;1.0
2;9th Street;9th Street;
0;Via Muttoni Francesco;Via Francesco Muttoni;1.0
0;Viale Fratelli Bandiera;Viale Fratelli Bandiera;1.0
2b;Stradello San Marcello;Stradella San Marcello;0.955555555556
0;Via Aleardo Aleardi;Via Aleardo Aleardi;1.0
0;Via Lago di Zurigo;Via Lago di Zurigo;1.0
2a;Strada Cimitero di Polegge;Strada del Cimitero di Polegge;0.866025403784
1;Ciclabile Dalla Chiesa Generale N. Carlo Alberto;Ciclabile di Via generale Carlo Alberto dalla Chiesa;0.77151674981
0;Via Valle Aulo Gellio;Via Aulo Gellio Valle;1.0
0;Via Alpino Prospero;Via Prospero Alpino;1.0
2a;Via D. Piccoli;Via Domenico Piccoli;0.816496580928
0;Via Lago di Toblino;Via Lago di Toblino;1.0
0;Via F.lli Caldonazzo;Via Fratelli Caldonazzo;1.0
1;Via Faggin G.;Via Giuseppe Faggin;0.666666666667
0;Via Meschinelli Domenico;Via Domenico Meschinelli;1.0
1;Via G. Zanellato;Via Giacomo Zanellato;0.666666666667
0;Piazza delle Erbe;Piazza delle Erbe;1.0
2;Via Molini;Strada dei Molini;
1;Via Tintoretto;Via Tintoretto;1.0
1;Via K. Adenauer;Via Konrad Adenauer;0.666666666667
0;Via Raffaello Sanzio;Via Raffaello Sanzio;1.0
0;Viale San Lazzaro;Viale San Lazzaro;1.0
0;Piazzetta Santi Apostoli;Piazzetta Santi Apostoli;1.0
1;Stradella Banca Popolare;Stradella della Banca Popolare;0.866025403784
0;Strada della Caveggiara;Strada della Caveggiara;1.0
0;Via Lago di Alleghe;Via Lago di Alleghe;1.0
1;Via Sisemol;Via Sisemol;1.0
0;Via Ettore Gallo;Via Ettore Gallo;1.0
0;Contra' della Fossetta;Contra' della Fossetta;1.0
2a;Via Antonio Giotto;Via Giotto;0.816496580928
2b;Contrà Canove;Contra' delle Canove;0.455555555556
2;Via Siderugia;Viale della Siderurgia;
0;Via Battaglione Tirano;Via Battaglione Tirano;1.0
0;Via Montebello della Battaglia;Via Montebello della Battaglia;1.0
0;Via IV Novembre;Via Quattro Novembre;1.0
0;Via Cederle Giuseppe;Via Giuseppe Cederle;1.0
0;Viale del Sole;Viale del Sole;1.0
1;Via G. Samonà;Via Giuseppe Samonà;0.666666666667
2b;Via Quadri Giovan Battista;Via Giovanni Battista Quadri;0.95
0;Piazza San Pietro;Piazza San Pietro;1.0
1;Via Baden Powell;Via Robert Baden Powell;0.866025403784
1;galleria Tiziano;Galleria Tiziano;1.0
0;Via Lago di Albano;Via Lago di Albano;1.0
0;Via Vivorio Agostino;Via Agostino Vivorio;1.0
1;Via Lampedusa;Via Lampedusa;1.0
2a;Via Beato Bartolomeo da Breganze;Via Beato Bartolomeo da Breganze;1.0
2a;Via E. Torricelli;Via Evangelista Torricelli;0.816496580928
2b;Via Marco Antonio Pellegrini;Via Marc'Antonio Pellegrini;0.883333333333
0;Via Giuseppe Vaccari;Via Giuseppe Vaccari;1.0
0;Via del Cilento;Via del Cilento;1.0
0;Via Leone Leoni;Via Leone Leoni;1.0
0;Contrà Giuseppe Apolloni;Contra' Giuseppe Apolloni;1.0
1;Via Brenta;Via Brenta;1.0
0;Via Cordenons Pasquale;Via Pasquale Cordenons;1.0
0;Via Romolo Gessi;Via Romolo Gessi;1.0
0;Via Marco Minghetti;Via Marco Minghetti;1.0
0;Contrà Porta Nova;Contra' Porta Nova;1.0
2;Via O. M. Pagani;Via Orazio Maria Pagani;
0;Via Testa Francesco;Via Francesco Testa;1.0
1;Viale Cricoli;Viale Cricoli;1.0
2a;Strada del Borghetto di Saviabona;Strada del Borghetto di Saviabona;1.0
1;Via G. Perrucchetti;Via Giuseppe Perrucchetti;0.666666666667
0;Via Marasca Pietro;Via Pietro Marasca;1.0
1;Via Parenzo;Via Parenzo;1.0
0;Via Bonato Modesto;Via Modesto Bonato;1.0
0;Via Bellavitis Giusto;Via Giusto Bellavitis;1.0
2a;Via E. Tazzoli;Via Enrico Tazzoli;0.816496580928
0;Via Vittorio Bachelet;Via Vittorio Bachelet;1.0
0;Strada Ponte dei Carri;Strada Ponte dei Carri;1.0
2;Via Maglio;Via Maglio;
0;Via Gino Meldolesi;Via Gino Meldolesi;1.0
0;Via Aldo Moro;Via Aldo Moro;1.0
0;Via Rancan Lucia;Via Lucia Rancan;1.0
0;Via Tiepolo Giambattista;Via Giambattista Tiepolo;1.0
0;Contra' Santa Caterina;Contra' Santa Caterina;1.0
0;Via Lago del Fusaro;Via Lago del Fusaro;1.0
2b;Strada Ca' Balbi;Strada di Ca' Balbi;0.259259259259
1;Via R. Leoncavallo;Via Ruggero Leoncavallo;0.666666666667
0;Piazza San Biagio;Piazza San Biagio;1.0
1;Via Arzignano;Via Arzignano;1.0
0;Contrà San Francesco Vecchio;Contra' San Francesco Vecchio;1.0
0;Via Giovanni Miglioranza;Via Giovanni Miglioranza;1.0
0;Via Chiminelli Luigi;Via Luigi Chiminelli;1.0
2;Via Sottopasso;Via Sottopasso;
1;Via Sorio;Via Sorio;1.0
0;Via Monte Nero;Via Monte Nero;1.0
1;Viale Dalmazia;Viale Dalmazia;1.0
0;Contra' Cabianca Jacopo;Contra' Jacopo Cabianca;1.0
0;Via Bartolomeo Montagna;Via Bartolomeo Montagna;1.0
0;Via De Conti Niccolo';Via Niccolò De' Conti;1.0
0;Via Grazia Deledda;Via Grazia Deledda;1.0
1;Via Bassano;Via Bassano;1.0
0;Strada Coltura del Tesina;Strada Coltura del Tesina;1.0
2b;Via Alfonso La Marmora;Via Alfonso Lamarmora;0.783068783069
2b;Stradella delle Beccariette;Via Beccariette;0.629292929293
1;Viale Astichello;Viale Astichello;1.0
1;Via Monzambano;Via Monzambano;1.0
1;Via C. Bonioli;Via Camillo Bonioli;0.666666666667
1;Via Catalani A.;Via Alfredo Catalani;0.666666666667
0;Contrà Nervesa della Battaglia;Contra' Nervesa della Battaglia;1.0
0;Via Salvi Gerolamo;Via Gerolamo Salvi;1.0
0;Via Marzari Giacomo;Via Giacomo Marzari;1.0
1;Via Capuleti;Via dei Capuleti;0.816496580928
1;Via Frassini;Via dei Frassini;0.816496580928
0;Via Palemone Remnio;Via Remnio Palemone;1.0
0;Via Parisotto Luigi;Via Luigi Parisotto;1.0
0;Piazza delle Biade;Piazza delle Biade;1.0
0;Via Ghiotto Clementina;Via Clementina Ghiotto;1.0
0;Via Goffredo Mameli;Via Goffredo Mameli;1.0
0;Via delle Due ferrate;Via delle Due Ferrate;1.0
0;Strada di Bertesina;Strada di Bertesina;1.0
0;Strada di Ca' Balbi;Strada di Ca' Balbi;1.0
1;Pista ciclabile via Luzzatti;Pista ciclabile di Via Luzzatti;0.57735026919
1;Piazzola Gualdi;Piazzola Gualdi;1.0
0;Via Battaglione Valtellina;Via Battaglione Valtellina;1.0
1;Contra' Pozzetto;Contra' Pozzetto;1.0
0;Contra' della Fascina;Contra' della Fascina;1.0
0;Via De Mori Giuseppe;Via Giuseppe De Mori;1.0
0;Viale Leonardo Da Vinci;Viale Leonardo da Vinci;1.0
0;Stradella Porta Lupia;Stradella Porta Lupia;1.0
0;Via Marco Aurelio;Via Marco Aurelio;1.0
0;Via Marcello Prestinari;Via Marcello Prestinari;1.0
0;Via Pedrollo Arrigo;Via Arrigo Pedrollo;1.0
0;Stradella del Borghetto;Stradella del Borghetto;1.0
0;Strada della Paglia;Strada della Paglia;1.0
0;Via Sturzo Luigi;Via Luigi Sturzo;1.0
2a;Via C. Del Prete;Via Carlo del Prete;0.866025403784
0;Via Battista da Vicenza;Via Battista da Vicenza;1.0
